ticker,name,sector,weight_pct,method
BATRK,ATLANTA BRAVES HOLDINGS SERIES C,Communication,0.07925,fcff
ELVN,ENLIVEN THERAPEUTICS,Health Care,0.07917,fcff
DCO,DUCOMMUN,Industrials,0.07914,fcff
BUSE,FIRST BUSEY,Financials,0.079,book
NGVT,INGEVITY,Materials,0.0787,fcff
AEHR,AEHR TEST SYSTEMS,Information Technology,0.07859,fcff
UPST,UPSTART HOLDINGS,Financials,0.07856,book
RARE,ULTRAGENYX PHARMACEUTICAL,Health Care,0.07848,fcff
HGV,HILTON GRAND VACATIONS,Consumer Discretionary,0.07845,fcff
NCNO,NCINO,Information Technology,0.07838,fcff
INTA,INTAPP,Information Technology,0.07821,fcff
SUPN,SUPERNUS PHARMACEUTICALS,Health Care,0.0782,fcff
CUBI,CUSTOMERS BANCORP,Financials,0.07788,book
ATRO,ASTRONICS,Industrials,0.07767,fcff
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,0.07763,book
DXPE,DXP ENTERPRISES,Industrials,0.07738,fcff
AMR,ALPHA METALLURGICAL RESOURCE,Materials,0.07737,fcff
ALHC,ALIGNMENT HEALTHCARE,Health Care,0.07725,fcff
HLIO,HELIOS TECHNOLOGIES INC,Industrials,0.07722,fcff
ATRC,ATRICURE,Health Care,0.07709,fcff
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,0.07709,fcff
IVT,INVENTRUST PROPERTIES,Real Estate,0.07699,none
NTB,BANK OF NT BUTTERFIELD &amp; SON LTD,Financials,0.07677,book
GPGI,GPGI INC CLASS A,Information Technology,0.07677,fcff
LASR,NLIGHT,Information Technology,0.07652,fcff
IOSP,INNOSPEC INC,Materials,0.07637,fcff
CNS,COHEN &amp; STEERS INC,Financials,0.07634,book
HUBG,HUB GROUP CLASS A,Industrials,0.07609,fcff
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,0.07605,book
PLUS,EPLUS,Information Technology,0.07582,fcff
CC,CHEMOURS,Materials,0.07579,fcff
BANF,BANCFIRST CORP,Financials,0.0757,book
RAMP,LIVERAMP HOLDINGS INC,Information Technology,0.07557,fcff
LFST,LIFESTANCE HEALTH GROUP,Health Care,0.07541,fcff
NEO,NEOGENOMICS,Health Care,0.07538,fcff
AVPT,AVEPOINT CLASS A,Information Technology,0.07532,fcff
HWKN,HAWKINS INC,Materials,0.07522,fcff
TRN,TRINITY INDUSTRIES INC,Industrials,0.0751,fcff
RH,RH,Consumer Discretionary,0.07472,fcff
WERN,WERNER ENTERPRISES,Industrials,0.07463,fcff
IMAX,IMAX CORP,Communication,0.07412,fcff
ATAI,ATAIBECKLEY INC,Health Care,0.07377,fcff
KWR,QUAKER HOUGHTON CORP,Materials,0.07376,fcff
BANR,BANNER CORP,Financials,0.07364,book
MZTI,MARZETTI,Consumer Staples,0.07305,fcff
UFPT,UFP TECHNOLOGIES INC,Health Care,0.07282,fcff
VVX,V2X,Industrials,0.07278,fcff
BCRX,BIOCRYST PHARMACEUTICALS,Health Care,0.07274,fcff
KMT,KENNAMETAL,Industrials,0.07271,fcff
IRON,DISC MEDICINE,Health Care,0.0725,fcff
LION,LIONSGATE STUDIOS,Communication,0.07248,fcff
SGHC,SUPER GROUP,Consumer Discretionary,0.07243,fcff
STNE,STONECO CLASS A,Financials,0.07238,book
FLYW,FLYWIRE,Financials,0.07225,book
ROG,ROGERS,Information Technology,0.07224,fcff
XRAY,DENTSPLY SIRONA,Health Care,0.07222,fcff
TILE,INTERFACE,Industrials,0.07213,fcff
MTX,MINERALS TECHNOLOGIES,Materials,0.072,fcff
COHU,COHU,Information Technology,0.07164,fcff
HTO,H2O AMERICA,Utilities,0.07148,fcff
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,0.07105,fcff
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,0.07097,fcff
PENN,PENN ENTERTAINMENT,Consumer Discretionary,0.07076,fcff
CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,0.07076,fcff
CALX,CALIX NETWORKS,Information Technology,0.07058,fcff
GRBK,GREEN BRICK PARTNERS,Consumer Discretionary,0.07043,fcff
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,0.0702,book
STC,STEWART INFO SERVICES CORP,Financials,0.07016,book
WTTR,SELECT WATER SOLUTIONS CLASS A,Energy,0.07015,fcff
NWBI,NORTHWEST BANCSHARES INC,Financials,0.07014,book
PFSI,PENNYMAC FINANCIAL SERVICES,Financials,0.07004,book
VERA,VERA THERAPEUTICS CLASS A,Health Care,0.06971,fcff
TNK,TEEKAY TANKERS LTD CLASS A,Energy,0.06947,fcff
OUST,OUSTER,Information Technology,0.06916,fcff
ANDE,ANDERSONS INC,Consumer Staples,0.06913,fcff
PPTA,PERPETUA RESOURCES,Materials,0.06897,fcff
SRPT,SAREPTA THERAPEUTICS,Health Care,0.06891,fcff
IPAR,INTERPARFUMS INC,Consumer Staples,0.06874,fcff
ADUS,ADDUS HOMECARE CORP,Health Care,0.06864,fcff
ADMA,ADMA BIOLOGICS,Health Care,0.06854,fcff
OFG,OFG BANCORP,Financials,0.0684,book
PAY,PAYMENTUS HOLDINGS INC CLASS A,Financials,0.06829,book
HCI,HCI GROUP INC,Financials,0.06799,book
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,0.06786,fcff
RDW,REDWIRE,Industrials,0.06785,fcff
TALO,TALOS ENERGY,Energy,0.0678,fcff
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,0.06777,book
MANE,VERADERMICS,Health Care,0.06759,fcff
WLY,JOHN WILEY AND SONS CLASS A,Communication,0.06741,fcff
ECPG,ENCORE CAPITAL GROUP,Financials,0.06728,book
BFH,BREAD FINANCIAL HOLDINGS,Financials,0.06726,book
VCEL,VERICEL,Health Care,0.06709,fcff
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,0.06707,book
OCUL,OCULAR THERAPEUTIX,Health Care,0.06706,fcff
NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,0.06703,fcff
SYBT,STOCK YARDS BANCORP INC,Financials,0.06697,book
NVTS,NAVITAS SEMICONDUCTOR,Information Technology,0.06688,fcff
HMN,HORACE MANN EDUCATORS CORP,Financials,0.06674,book
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,0.06639,fcff
HAPN,HAPPEN,Financials,0.06585,book
ARR,ARMOUR RESIDENTIAL REIT,Financials,0.06572,book
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,0.06568,none
BHVN,BIOHAVEN,Health Care,0.06556,fcff
RUN,SUNRUN INC,Industrials,0.06546,fcff
GEF,GREIF INC CLASS A,Materials,0.06509,fcff
PRDO,PERDOCEO EDUCATION,Consumer Discretionary,0.065,fcff
SPB,SPECTRUM BRANDS HOLDINGS,Consumer Staples,0.06499,fcff
SEZL,SEZZLE INC,Financials,0.06489,book
PRGO,PERRIGO PLC,Health Care,0.06485,fcff
CRVL,CORVEL,Health Care,0.06482,fcff
LTC,LTC PROPERTIES REIT,Real Estate,0.06444,none
NTST,NETSTREIT,Real Estate,0.06423,none
DXC,DXC TECHNOLOGY,Information Technology,0.06388,fcff
PACS,PACS GROUP,Health Care,0.06363,fcff
CHCO,CITY HOLDING,Financials,0.06346,book
NSP,INSPERITY,Industrials,0.06329,fcff
TNET,TRINET GROUPINARY,Industrials,0.06323,fcff
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,0.06303,none
AGIO,AGIOS PHARMACEUTICALS,Health Care,0.06283,fcff
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,0.06276,fcff
NNI,NELNET CLASS A,Financials,0.06213,book
FA,FIRST ADVANTAGE,Industrials,0.06208,fcff
ICHR,ICHOR HOLDINGS,Information Technology,0.06186,fcff
MBX,MBX BIOSCIENCES,Health Care,0.06178,fcff
KSS,KOHLS CORP,Consumer Discretionary,0.0616,fcff
ZD,ZIFF DAVIS INC,Communication,0.06154,fcff
PRLB,PROTO LABS,Industrials,0.06147,fcff
AUPH,AURINIA PHARMACEUTICALS,Health Care,0.06143,fcff
GNL,GLOBAL NET LEASE INC,Real Estate,0.06143,none
EPAC,ENERPAC TOOL GROUP CLASS A,Industrials,0.06142,fcff
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,0.06126,fcff
GENI,GENIUS SPORTS LTD,Consumer Discretionary,0.06098,fcff
ALGT,ALLEGIANT TRAVEL,Industrials,0.06088,fcff
GTY,GETTY REALTY REIT,Real Estate,0.06082,none
NVCR,NOVOCURE,Health Care,0.06075,fcff
STRA,STRATEGIC EDUCATION,Consumer Discretionary,0.06063,fcff
ESTA,ESTABLISHMENT LABS INC,Health Care,0.06057,fcff
KEEL,KEEL INFRASTRUCTURE CORP,Information Technology,0.06053,fcff
EVTC,EVERTEC INC,Financials,0.06047,book
PRGS,PROGRESS SOFTWARE CORP,Information Technology,0.06043,fcff
HE,HAWAIIAN ELECTRIC INDUSTRIES,Utilities,0.06026,fcff
BLBD,BLUE BIRD,Industrials,0.06016,fcff
GABC,GERMAN AMERICAN BANCORP INC,Financials,0.06016,book
LPG,DORIAN LPG,Energy,0.06014,fcff
DV,DOUBLEVERIFY HOLDINGS,Communication,0.06008,fcff
PAYO,PAYONEER GLOBAL INC,Financials,0.05956,book
ATEN,A10 NETWORKS INC,Information Technology,0.05952,fcff
URGN,UROGEN PHARMA,Health Care,0.05919,fcff
SONO,SONOS,Consumer Discretionary,0.05917,fcff
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,0.05836,fcff
XHR,XENIA HOTELS RESORTS REIT,Real Estate,0.05829,none
SPNT,SIRIUSPOINT,Financials,0.05821,book
XNCR,XENCOR,Health Care,0.05804,fcff
SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,0.05779,none
INOD,INNODATA,Industrials,0.05767,fcff
CLOV,CLOVER HEALTH INVESTMENTS CLASS A,Health Care,0.05762,fcff
GT,GOODYEAR TIRE &amp; RUBBER,Consumer Discretionary,0.05744,fcff
PGNY,PROGYNY,Health Care,0.05744,fcff
FTRE,FORTREA HOLDINGS INC,Health Care,0.0574,fcff
CTRI,CENTURI HOLDINGS INC,Industrials,0.05729,fcff
WOR,WORTHINGTON ENTERPRISES,Industrials,0.05729,fcff
WKC,WORLD KINECT,Energy,0.057,fcff
TRVI,TREVI THERAPEUTICS,Health Care,0.05685,fcff
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,0.0568,book
VOYG,VOYAGER TECHNOLOGIES CLASS A,Industrials,0.05679,fcff
INSP,INSPIRE MEDICAL SYSTEMS,Health Care,0.05648,fcff
GLOB,GLOBANT,Information Technology,0.05643,fcff
ALMS,ALUMIS,Health Care,0.05637,fcff
BLKB,BLACKBAUD,Information Technology,0.05636,fcff
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,0.05625,fcff
BFLY,BUTTERFLY NETWORK CLASS A,Health Care,0.05616,fcff
HRMY,HARMONY BIOSCIENCES HLDG,Health Care,0.05602,fcff
LMAT,LEMAITRE VASCULAR,Health Care,0.0558,fcff
MBC,MASTERBRAND,Industrials,0.05574,fcff
ALG,ALAMO GROUP,Industrials,0.05567,fcff
CASH,PATHWARD FINANCIAL INC,Financials,0.05566,book
NTLA,INTELLIA THERAPEUTICS,Health Care,0.05556,fcff
TIC,TIC SOLUTIONS INC,Industrials,0.05546,fcff
SNDX,SYNDAX PHARMACEUTICALS,Health Care,0.05541,fcff
WGS,GENEDX HOLDINGS CLASS A,Health Care,0.05534,fcff
ASTH,ASTRANA HEALTH,Health Care,0.05517,fcff
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,0.05477,none
STBA,S AND T BANCORP INC,Financials,0.05477,book
STOK,STOKE THERAPEUTICS,Health Care,0.05475,fcff
UNIT,UNITI GROUP INC,Communication,0.05445,fcff
PRCH,PORCH GROUP,Financials,0.05432,book
APPN,APPIAN CORP CLASS A,Information Technology,0.0542,fcff
HG,HAMILTON INSURANCE GROUP CLASS B,Financials,0.05406,book
BLX,BLADEX INC CLASS E,Financials,0.05397,book
FLY,FIREFLY AEROSPACE,Industrials,0.05395,fcff
WWW,WOLVERINE WORLD WIDE,Consumer Discretionary,0.05391,fcff
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,0.05386,fcff
HOPE,HOPE BANCORP INC,Financials,0.05382,book
RXRX,RECURSION PHARMACEUTICALS CLASS A,Health Care,0.05373,fcff
QCRH,QCR HOLDINGS INC,Financials,0.05363,book
NUVB,NUVATION BIO CLASS A,Health Care,0.05359,fcff
GSHD,GOOSEHEAD INSURANCE CLASS A,Financials,0.05333,book
EFC,ELLINGTON FINANCIAL,Financials,0.05326,book
DCOM,DIME COMMERCIAL BANCSHARES,Financials,0.05299,book
TFIN,TRIUMPH FINANCIAL,Financials,0.05296,book
QUBT,QUANTUM COMPUTING,Information Technology,0.05288,fcff
ICFI,ICF INTERNATIONAL,Industrials,0.0528,fcff
BL,BLACKLINE INC,Information Technology,0.05256,fcff
JBLU,JETBLUE AIRWAYS,Industrials,0.05233,fcff
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,0.05217,none
KOS,KOSMOS ENERGY,Energy,0.05213,fcff
PVLA,PALVELLA THERAPEUTICS INC,Health Care,0.05205,fcff
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,0.05195,fcff
GRC,GORMAN-RUPP,Industrials,0.05188,fcff
SRCE,1ST SOURCE CORP,Financials,0.05172,book
HTH,HILLTOP HOLDINGS,Financials,0.05166,book
PLAB,PHOTRONICS,Information Technology,0.05152,fcff
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,0.05146,fcff
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,0.05144,fcff
MLKN,MILLERKNOLL,Industrials,0.05138,fcff
CTS,CTS CORP,Information Technology,0.05127,fcff
ETON,ETON PHARMACEUTCIALS INC,Health Care,0.05081,fcff
TPB,TURNING POINT BRANDS,Consumer Staples,0.05079,fcff
HUN,HUNTSMAN CORP,Materials,0.05075,fcff
DBD,DIEBOLD NIXDORF INC,Information Technology,0.05065,fcff
BFC,BANK FIRST CORP,Financials,0.05061,book
TCBK,TRICO BANCSHARES,Financials,0.0506,book
KMPR,KEMPER,Financials,0.05059,book
PRG,PROG HOLDINGS INC,Financials,0.05051,book
OBK,ORIGIN BANCORP INC,Financials,0.0505,book
INVA,INNOVIVA,Health Care,0.05023,fcff
SLDE,SLIDE INSURANCE HOLDINGS,Financials,0.05022,book
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,0.0501,fcff
HCSG,HEALTHCARE SERVICES GROUP,Industrials,0.04992,fcff
DJT,TRUMP MEDIA TECHNOLOGY GROUP,Communication,0.04966,fcff
CNOB,CONNECTONE BANCORP,Financials,0.04963,book
OCFC,OCEANFIRST FINANCIAL CORP,Financials,0.04961,book
NN,NEXTNAV,Information Technology,0.04946,fcff
CNMD,CONMED CORP,Health Care,0.04937,fcff
SAFT,SAFETY INSURANCE GROUP INC,Financials,0.04931,book
SBET,SHARPLINK INC,Financials,0.04917,book
HLMN,HILLMAN SOLUTIONS CORP,Industrials,0.04914,fcff
ADNT,ADIENT PLC,Consumer Discretionary,0.04914,fcff
PBI,PITNEY BOWES,Industrials,0.04893,fcff
BLFS,BIOLIFE SOLUTIONS,Health Care,0.04881,fcff
CMPR,CIMPRESS PLC,Industrials,0.0488,fcff
DCH,DAUCH CORPORATION,Consumer Discretionary,0.0486,fcff
SFL,SFL,Energy,0.04858,fcff
ADIG,ADI GLOBAL DISTRIBUTION,Information Technology,0.04855,fcff
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,0.04852,book
DMRA,DAMORA THERAPEUTICS INC,Health Care,0.04849,fcff
OMCL,OMNICELL INC,Health Care,0.04821,fcff
MCRI,MONARCH CASINO AND RESORT,Consumer Discretionary,0.048,fcff
INFQ,INFLEQTION INC,Information Technology,0.04797,fcff
ACT,ENACT HOLDINGS INC,Financials,0.04788,book
TNDM,TANDEM DIABETES CARE,Health Care,0.04773,fcff
RAPP,RAPPORT THERAPEUTICS,Health Care,0.04769,fcff
KOD,KODIAK SCIENCES,Health Care,0.0476,fcff
VIA,VIA TRANSPORTATION CLASS A,Information Technology,0.04757,fcff
LIND,LINDBLAD EXPEDITIONS HOLDINGS,Consumer Discretionary,0.04739,fcff
PDFS,PDF SOLUTIONS,Information Technology,0.04736,fcff
PEBO,PEOPLES BANCORP INC,Financials,0.04733,book
BBAI,BIGBEAR.AI HOLDINGS,Information Technology,0.04731,fcff
PURR,HYPERLIQUID STRATEGIES INC,Health Care,0.04723,fcff
ANIP,ANI PHARMACEUTICALS,Health Care,0.04705,fcff
MLYS,MINERALYS THERAPEUTICS,Health Care,0.04688,fcff
DEI,DOUGLAS EMMETT REIT,Real Estate,0.04676,none
FIGS,FIGS CLASS A,Consumer Discretionary,0.04674,fcff
XPRO,EXPRO LTD,Energy,0.04673,fcff
RLJ,RLJ LODGING TRUST REIT,Real Estate,0.04669,none
STUB,STUBHUB HOLDINGS INC CLASS A,Communication,0.04653,fcff
MQ,MARQETA CLASS A,Financials,0.04645,book
BAND,BANDWIDTH CLASS A,Communication,0.04644,fcff
LOB,LIVE OAK BANCSHARES,Financials,0.04635,book
XERS,XERIS BIOPHARMA HOLDINGS,Health Care,0.04627,fcff
ENOV,ENOVIS CORP,Health Care,0.046,fcff
LKFN,LAKELAND FINANCIAL CORP,Financials,0.04575,book
FMC,FMC CORP,Materials,0.04571,fcff
AI,C3 AI INC CLASS A,Information Technology,0.04552,fcff
COUR,COURSERA,Consumer Discretionary,0.04551,fcff
GBX,GREENBRIER INC,Industrials,0.04539,fcff
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,0.04532,fcff
WD,WALKER &amp; DUNLOP INC,Financials,0.04508,book
SAM,BOSTON BEER CLASS A,Consumer Staples,0.04505,fcff
BKE,BUCKLE,Consumer Discretionary,0.04496,fcff
NVAX,NOVAVAX,Health Care,0.04477,fcff
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,0.04452,fcff
NAT,NORDIC AMERICAN TANKERS LTD,Energy,0.04447,fcff
ASST,STRIVE INC CLASS A,Health Care,0.04444,fcff
AMPL,AMPLITUDE CLASS A,Information Technology,0.04442,fcff
AZTA,AZENTA,Health Care,0.04432,fcff
ARLO,ARLO TECHNOLOGIES,Information Technology,0.04424,fcff
ALNT,ALLIENT INC,Industrials,0.0442,fcff
DLO,DLOCAL CLASS A,Financials,0.04416,book
TSHA,TAYSHA GENE THERAPIES,Health Care,0.04413,fcff
SCL,STEPAN,Materials,0.04399,fcff
EYE,NATIONAL VISION HOLDINGS,Consumer Discretionary,0.04398,fcff
ORC,ORCHID ISLAND CAPITAL INC,Financials,0.04388,book
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,0.04379,fcff
AMN,AMN HEALTHCARE,Health Care,0.04352,fcff
SCSC,SCANSOURCE,Information Technology,0.04347,fcff
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,0.04345,fcff
ALH,ALLIANCE LAUNDRY HOLDINGS,Industrials,0.04344,fcff
MBIN,MERCHANTS BANCORP,Financials,0.04344,book
AMPX,AMPRIUS TECHNOLOGIES INC,Industrials,0.04339,fcff
ROCK,GIBRALTAR INDUSTRIES,Industrials,0.04339,fcff
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,0.04336,fcff
INVX,INNOVEX INTERNATIONAL INC,Energy,0.04335,fcff
UMH,UMH PROPERTIES INC,Real Estate,0.04333,none
ALKT,ALKAMI TECHNOLOGY,Information Technology,0.04322,fcff
IE,IVANHOE ELECTRIC,Materials,0.04319,fcff
FLO,FLOWERS FOODS INC,Consumer Staples,0.04313,fcff
VISN,VISTANCE NETWORKS INC,Information Technology,0.04313,fcff
TMP,TOMPKINS FINANCIAL CORP,Financials,0.04305,book
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,0.04304,fcff
EFOR,EVERFORTH,Information Technology,0.04281,fcff
OMER,OMEROS,Health Care,0.04278,fcff
WEN,WENDYS,Consumer Discretionary,0.04272,fcff
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,0.04266,fcff
HLIT,HARMONIC,Information Technology,0.04266,fcff
WABC,WESTAMERICA BANCORPORATION,Financials,0.0426,book
PGEN,PRECIGEN,Health Care,0.04258,fcff
NBR,NABORS INDUSTRIES,Energy,0.04231,fcff
LZB,LA-Z-BOY INC,Consumer Discretionary,0.04217,fcff
CGEM,CULLINAN THERAPEUTICS,Health Care,0.04194,fcff
VIR,VIR BIOTECHNOLOGY,Health Care,0.04185,fcff
ZYME,ZYMEWORKS,Health Care,0.04182,fcff
USLM,UNITED STATES LIME AND MINERALS IN,Materials,0.04179,fcff
HYMC,HYCROFT MINING HOLDING CORP CLASS,Materials,0.04149,fcff
XPEL,XPEL,Consumer Discretionary,0.04125,fcff
WLDN,WILLDAN GROUP,Industrials,0.04111,fcff
HLF,HERBALIFE LTD,Consumer Staples,0.04086,fcff
CTBI,COMMUNITY TRUST BANCORP,Financials,0.04082,book
VYX,NCR VOYIX,Information Technology,0.04064,fcff
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,0.04062,fcff
THRM,GENTHERM,Consumer Discretionary,0.04043,fcff
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,0.04024,fcff
BRBR,BELLRING BRANDS,Consumer Staples,0.04019,fcff
APPS,DIGITAL TURBINE,Information Technology,0.04017,fcff
CVI,CVR ENERGY INC,Energy,0.04016,fcff
NP,NEPTUNE INSURANCE HOLDINGS CLASS A,Financials,0.04013,book
OSBC,OLD SECOND BANCORP INC,Financials,0.04003,book
PNTG,PENNANT GROUP,Health Care,0.03998,fcff
HOG,HARLEY DAVIDSON,Consumer Discretionary,0.03986,fcff
CNXC,CONCENTRIX,Industrials,0.03983,fcff
TNC,TENNANT,Industrials,0.0397,fcff
MYE,MYERS INDUSTRIES INC,Materials,0.03956,fcff
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,0.03946,fcff
SLVM,SYLVAMO CORP,Materials,0.03939,fcff
REAL,THE REALREAL,Consumer Discretionary,0.03938,fcff
REPL,REPLIMUNE GROUP,Health Care,0.03935,fcff
NEXT,NEXTDECADE,Energy,0.0393,fcff
IMKTA,INGLES MARKETS CLASS A,Consumer Staples,0.03918,fcff
ACVA,ACV AUCTIONS CLASS A,Industrials,0.03908,fcff
YELP,YELP,Communication,0.03904,fcff
CRI,CARTERS,Consumer Discretionary,0.03903,fcff
FMBH,FIRST MID BANCSHARES INC,Financials,0.03896,book
AORT,ARTIVION INC,Health Care,0.03891,fcff
NSSC,NAPCO SECURITY TECHNOLOGIES,Information Technology,0.03883,fcff
SHLS,SHOALS TECHNOLOGIES GROUP CLASS A,Industrials,0.03881,fcff
MNKD,MANNKIND,Health Care,0.03866,fcff
PDM,PIEDMONT REALTY TRUST CLASS A,Real Estate,0.03863,none
BY,BYLINE BANCORP INC,Financials,0.03848,book
